Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,MonthlyIncomeGroup,Working_Hours_Group,Experience_Group,Long_Term,Senior_Employee,High_Performer,Salary_Level
4048,20,,,,,4,5134,82,11,7,0,4,2,1,75,,5,31,1,2,4,3,23,3,,Medium,Low,Expert,1,0,0,Level 1
4049,53,,,,,1,3610,22,10,8,9,1,5,4,69,,8,36,0,3,4,1,45,4,,Medium,Normal,Expert,1,1,1,Level 1
4050,48,,,,,3,10566,54,9,1,5,4,1,2,4,,9,49,9,4,1,3,48,4,,Very High,High,Expert,1,0,0,Level 2
4051,32,,,,,1,5561,60,29,5,5,2,5,4,87,,3,54,1,3,3,1,12,1,,Medium,High,,1,0,1,Level 1
4052,48,,,,,1,3828,98,6,6,5,1,3,3,17,,7,33,13,1,2,3,11,1,,Medium,Low,Senior,1,0,0,Level 1
4053,58,,,,,1,13396,92,14,10,2,4,2,2,24,,9,55,18,3,3,4,3,2,,,High,,1,1,0,Level 3
4054,43,,,,,5,13465,47,10,5,0,2,2,2,57,,2,40,6,4,4,1,34,4,,,Normal,Expert,1,0,0,Level 3
4055,45,,,,,1,14072,72,25,14,6,3,1,2,55,,6,49,0,4,3,1,1,1,,,High,,1,0,0,Level 3
4056,36,,,,,2,6465,17,17,9,5,2,4,2,27,,7,46,7,4,1,3,45,1,,High,High,,1,0,0,Level 1
4057,26,,,,,1,19649,93,2,4,4,1,5,4,48,,9,34,6,2,4,1,3,3,,,Low,New,0,0,1,Level 4
4058,32,,,,,2,4289,41,26,14,2,3,2,3,87,,7,40,13,4,3,4,24,4,,Medium,Normal,,1,0,0,Level 1
4059,24,,,,,5,8411,97,2,2,5,3,2,3,86,,6,44,2,1,3,4,38,3,,High,Normal,New,0,0,0,Level 2
4060,45,,,,,5,19856,79,27,9,9,3,1,4,64,,6,41,11,4,1,4,34,2,,,Normal,,1,0,1,Level 4
4061,22,,,,,1,9542,71,24,2,8,2,1,1,77,,8,37,13,4,1,3,11,1,,Very High,Normal,,1,0,0,Level 2
4062,26,,,,,2,13767,49,4,2,7,2,4,1,82,,9,54,10,2,3,3,8,4,,,High,Experienced,0,0,0,Level 3
4063,58,,,,,2,4896,66,7,12,7,3,3,3,37,,9,47,17,4,1,4,9,4,,Medium,High,Senior,1,1,0,Level 1
4064,20,,,,,2,14691,65,20,6,7,2,3,1,96,,6,46,1,4,3,1,28,2,,,High,,1,0,0,Level 3
4065,36,,,,,2,16316,31,4,9,0,1,1,3,69,,1,38,8,1,3,3,12,2,,,Normal,Experienced,0,0,0,Level 4
4066,44,,,,,3,15197,91,8,5,6,2,4,1,33,,4,45,1,1,4,1,2,1,,,Normal,Expert,1,0,0,Level 3
4067,22,,,,,5,6333,66,14,10,0,3,1,1,22,,8,45,14,4,4,4,9,4,,High,Normal,,1,0,0,Level 1
4068,34,,,,,2,6213,62,27,2,6,4,3,2,90,,4,45,8,3,2,3,23,2,,High,Normal,,1,0,0,Level 1
4069,48,,,,,3,13865,72,26,12,1,4,5,3,13,,5,32,10,1,2,2,36,1,,,Low,,1,0,0,Level 3
4070,51,,,,,3,5517,90,20,6,2,4,2,1,85,,3,32,0,2,3,4,12,1,,Medium,Low,,1,1,0,Level 1
4071,45,,,,,5,14240,40,3,1,9,1,2,1,37,,2,53,19,4,4,4,45,4,,,High,New,0,0,0,Level 3
4072,35,,,,,4,16379,41,11,14,1,3,4,2,77,,3,42,19,1,2,3,36,4,,,Normal,Expert,1,0,0,Level 4
4073,44,,,,,1,5154,38,26,10,9,3,3,4,85,,6,41,8,4,2,2,15,4,,Medium,Normal,,1,0,1,Level 1
4074,47,,,,,5,17906,95,25,10,0,1,4,1,44,,8,59,15,1,1,1,49,2,,,High,,1,0,0,Level 4
4075,28,,,,,4,19904,25,3,3,4,3,4,1,60,,4,57,18,4,4,4,40,1,,,High,New,0,0,0,Level 4
4076,20,,,,,1,3654,22,5,3,7,1,4,1,8,,4,53,7,3,4,2,40,3,,Medium,High,Experienced,1,0,0,Level 1
4077,48,,,,,1,3041,62,16,10,5,2,2,1,74,,4,38,9,3,4,1,30,3,,Medium,Normal,,1,0,0,Level 1
4078,41,,,,,1,17932,46,11,14,3,1,4,4,75,,4,57,14,4,3,2,41,2,,,High,Expert,1,0,1,Level 4
4079,35,,,,,3,14103,43,1,6,9,2,3,4,88,,8,40,14,1,2,4,19,3,,,Normal,New,0,0,1,Level 3
4080,26,,,,,2,16135,19,9,14,0,1,3,1,1,,3,56,17,4,2,2,42,2,,,High,Expert,1,0,0,Level 4
4081,33,,,,,1,4513,63,22,4,9,1,5,2,8,,1,49,18,1,2,4,43,2,,Medium,High,,1,0,0,Level 1
4082,48,,,,,2,12472,27,5,13,1,3,3,1,49,,5,39,12,2,2,3,46,1,,,Normal,Experienced,1,0,0,Level 3
4083,38,,,,,1,7924,56,20,11,1,2,2,1,44,,1,41,13,3,1,4,35,3,,High,Normal,,1,0,0,Level 2
4084,38,,,,,3,10892,24,24,11,2,1,3,4,34,,6,54,11,2,1,3,10,2,,Very High,High,,1,0,1,Level 2
4085,21,,,,,1,11411,40,11,8,1,4,1,1,95,,5,32,6,1,4,3,2,2,,Very High,Low,Expert,1,0,0,Level 3
4086,34,,,,,5,14999,40,2,7,3,1,4,3,61,,6,42,6,2,1,1,26,1,,,Normal,New,0,0,0,Level 3
4087,22,,,,,4,4629,99,10,9,3,3,5,4,77,,5,32,3,3,4,3,25,1,,Medium,Low,Expert,1,0,1,Level 1
4088,30,,,,,1,6249,37,5,5,4,3,1,3,92,,3,58,15,2,3,3,40,4,,High,High,Experienced,1,0,0,Level 1
4089,49,,,,,4,19844,58,24,11,8,2,3,1,56,,9,41,3,3,4,4,35,1,,,Normal,,1,0,0,Level 4
4090,59,,,,,4,19673,90,17,5,2,3,3,2,82,,1,54,14,3,3,1,40,1,,,High,,1,1,0,Level 4
4091,37,,,,,3,12327,53,12,5,5,1,4,1,99,,7,46,2,2,1,2,20,4,,,High,,1,0,0,Level 3
4092,21,,,,,4,3223,57,3,9,9,1,4,4,45,,3,46,11,1,1,1,30,2,,Medium,High,New,0,0,1,Level 1
4093,51,,,,,3,5445,66,7,2,3,1,2,3,68,,2,55,11,1,2,3,8,2,,Medium,High,Senior,1,1,0,Level 1
4094,27,,,,,1,19837,72,11,7,6,4,5,3,80,,6,44,16,3,2,3,5,3,,,Normal,Expert,1,0,0,Level 4
4095,41,,,,,2,15650,90,11,10,3,4,2,2,97,,3,49,3,2,4,4,2,3,,,High,Expert,1,0,0,Level 3
4096,25,,,,,3,5046,46,26,3,6,3,3,1,85,,8,47,10,4,1,4,10,3,,Medium,High,,1,0,0,Level 1
4097,31,,,,,4,8911,32,12,8,0,2,5,3,74,,7,34,0,2,1,4,49,4,,High,Low,,1,0,0,Level 2
4098,59,,,,,4,15290,56,5,9,8,1,5,3,29,,8,35,7,4,1,2,40,3,,,Low,Experienced,1,1,0,Level 3
4099,55,,,,,1,15880,98,10,11,0,3,2,2,49,,4,47,13,2,1,1,1,2,,,High,Expert,1,1,0,Level 4
4100,34,,,,,3,15067,16,25,11,4,1,3,4,92,,6,46,10,4,4,1,8,1,,,High,,1,0,1,Level 3
4101,47,,,,,1,8479,74,12,14,7,4,3,3,14,,6,32,8,3,3,2,27,3,,High,Low,,1,0,0,Level 2
4102,37,,,,,3,17264,47,14,10,7,4,2,3,35,,8,35,9,1,2,3,3,1,,,Low,,1,0,0,Level 4
4103,21,,,,,2,6386,60,1,9,5,3,5,2,38,,9,30,8,1,1,2,47,1,,High,Low,New,0,0,0,Level 1
4104,32,,,,,5,9165,95,27,5,5,4,5,2,80,,6,43,3,4,1,3,5,1,,Very High,Normal,,1,0,0,Level 2
4105,34,,,,,1,8774,73,14,10,1,2,1,2,59,,5,41,16,1,1,2,20,2,,High,Normal,,1,0,0,Level 2
4106,39,,,,,4,17950,71,7,11,3,3,2,4,26,,9,49,7,3,1,4,24,2,,,High,Senior,1,0,1,Level 4
4107,48,,,,,1,13807,76,10,11,7,2,3,3,53,,4,53,5,1,2,4,16,3,,,High,Expert,1,0,0,Level 3
4108,48,,,,,3,8225,77,12,12,1,4,1,3,1,,1,38,11,3,4,2,6,1,,High,Normal,,1,0,0,Level 2
4109,22,,,,,1,7751,87,6,9,5,4,2,4,69,,9,54,19,4,1,2,40,3,,High,High,Senior,1,0,1,Level 2
4110,38,,,,,2,5218,45,16,13,2,2,5,1,3,,5,36,8,2,4,2,25,2,,Medium,Normal,,1,0,0,Level 1
4111,22,,,,,3,17669,53,10,13,6,3,4,4,86,,7,52,7,1,3,2,42,3,,,High,Expert,1,0,1,Level 4
4112,33,,,,,4,18377,99,20,3,8,4,2,1,46,,6,45,19,4,1,4,30,3,,,Normal,,1,0,0,Level 4
4113,59,,,,,4,10915,36,27,8,7,2,5,1,94,,3,33,19,4,3,1,47,1,,Very High,Low,,1,1,0,Level 2
4114,23,,,,,3,14431,31,12,7,7,3,4,2,47,,7,36,3,2,1,4,42,4,,,Normal,,1,0,0,Level 3
4115,30,,,,,2,10106,17,27,4,8,1,3,4,56,,7,31,0,1,4,3,28,2,,Very High,Low,,1,0,1,Level 2
4116,50,,,,,1,3874,46,10,12,1,2,4,3,64,,7,37,10,4,2,4,44,3,,Medium,Normal,Expert,1,1,0,Level 1
4117,51,,,,,5,18293,47,10,9,5,4,3,3,57,,3,31,2,1,1,2,43,3,,,Low,Expert,1,1,0,Level 4
4118,46,,,,,4,11526,78,22,7,8,1,4,4,50,,3,33,8,4,4,3,34,2,,Very High,Low,,1,0,1,Level 3
4119,49,,,,,2,8987,24,26,8,1,1,5,4,46,,2,46,10,1,1,2,39,2,,High,High,,1,0,1,Level 2
4120,21,,,,,2,4178,19,11,11,8,2,1,1,76,,5,46,2,4,4,4,24,3,,Medium,High,Expert,1,0,0,Level 1
4121,28,,,,,2,9519,82,9,8,1,4,3,2,69,,5,36,15,3,1,4,22,4,,Very High,Normal,Expert,1,0,0,Level 2
4122,47,,,,,1,9014,52,9,3,8,3,2,3,33,,4,41,5,1,2,4,1,2,,Very High,Normal,Expert,1,0,0,Level 2
4123,50,,,,,2,3080,55,12,7,0,3,4,1,36,,9,41,8,3,3,1,15,2,,Medium,Normal,,1,1,0,Level 1
4124,53,,,,,2,3909,98,2,8,5,4,2,2,79,,2,39,17,1,1,1,48,3,,Medium,Normal,New,0,1,0,Level 1
4125,34,,,,,3,11641,87,14,3,5,3,3,3,54,,1,41,19,2,3,3,35,2,,Very High,Normal,,1,0,0,Level 3
4126,44,,,,,3,6070,75,9,9,1,4,3,4,95,,9,54,18,4,3,1,43,2,,High,High,Expert,1,0,1,Level 1
4127,55,,,,,2,8429,29,29,13,6,3,4,1,43,,4,46,13,3,4,4,40,3,,High,High,,1,1,0,Level 2
4128,27,,,,,2,7775,66,18,10,9,1,2,2,78,,4,57,2,4,4,2,14,3,,High,High,,1,0,0,Level 2
4129,28,,,,,3,18714,22,22,4,3,3,1,1,67,,8,34,12,1,4,4,13,2,,,Low,,1,0,0,Level 4
4130,56,,,,,1,3729,70,29,13,3,2,1,1,42,,7,46,6,4,1,2,39,1,,Medium,High,,1,1,0,Level 1
4131,58,,,,,3,14203,44,23,10,8,4,1,3,75,,1,52,11,2,2,3,7,2,,,High,,1,1,0,Level 3
4132,51,,,,,3,10905,88,25,7,1,1,1,4,9,,3,35,0,1,2,3,16,2,,Very High,Low,,1,1,1,Level 2
4133,36,,,,,3,12205,92,27,8,8,4,1,1,65,,6,47,8,4,2,2,46,3,,,High,,1,0,0,Level 3
4134,54,,,,,3,9332,48,13,8,8,3,4,3,87,,6,53,0,1,4,3,45,2,,Very High,High,,1,1,0,Level 2
4135,56,,,,,5,6264,73,22,5,5,1,1,3,15,,6,50,10,1,2,2,44,1,,High,High,,1,1,0,Level 1
4136,38,,,,,4,15874,70,16,7,9,2,3,2,34,,6,58,3,1,3,2,47,3,,,High,,1,0,0,Level 4
4137,48,,,,,1,5190,27,13,8,6,4,3,2,39,,8,40,18,4,2,3,11,2,,Medium,Normal,,1,0,0,Level 1
4138,26,,,,,1,8946,65,8,13,3,2,4,2,80,,7,42,5,3,3,2,13,2,,High,Normal,Expert,1,0,0,Level 2
4139,47,,,,,2,13761,73,26,13,0,3,1,1,71,,3,51,1,2,2,2,36,3,,,High,,1,0,0,Level 3
4140,28,,,,,5,12494,76,12,13,8,2,4,3,92,,4,49,2,2,3,4,46,2,,,High,,1,0,0,Level 3
4141,47,,,,,2,11981,43,19,11,8,1,4,3,61,,3,48,6,3,2,1,31,4,,Very High,High,,1,0,0,Level 3
4142,25,,,,,1,14491,76,10,13,0,2,5,4,33,,9,53,12,3,4,3,15,2,,,High,Expert,1,0,1,Level 3
4143,48,,,,,1,10964,21,22,2,3,3,3,2,41,,5,52,7,4,3,1,39,4,,Very High,High,,1,0,0,Level 2
4144,36,,,,,2,4964,58,2,10,6,1,2,3,94,,9,52,16,4,1,4,30,3,,Medium,High,New,0,0,0,Level 1
4145,35,,,,,4,4344,20,15,4,2,3,4,3,80,,7,31,8,2,1,4,26,2,,Medium,Low,,1,0,0,Level 1
4146,42,,,,,2,5737,76,17,6,4,4,4,3,3,,1,42,5,4,1,2,41,2,,Medium,Normal,,1,0,0,Level 1
4147,50,,,,,4,13799,82,28,9,4,1,4,4,62,,9,32,1,1,3,2,34,2,,,Low,,1,1,1,Level 3
4148,22,,,,,4,13957,92,6,2,7,3,1,2,22,,2,30,8,3,2,3,32,4,,,Low,Senior,1,0,0,Level 3
4149,40,,,,,3,11021,84,28,7,8,2,2,2,10,,2,34,16,1,4,3,7,2,,Very High,Low,,1,0,0,Level 2
4150,45,,,,,1,13144,31,3,2,0,2,1,1,22,,4,52,11,4,4,4,15,4,,,High,New,0,0,0,Level 3
4151,55,,,,,3,17129,63,11,10,1,3,1,1,60,,6,48,5,4,2,3,8,3,,,High,Expert,1,1,0,Level 4
4152,56,,,,,1,7405,38,28,2,4,4,2,1,68,,6,54,10,1,2,3,43,2,,High,High,,1,1,0,Level 2
4153,41,,,,,3,7798,91,5,1,0,3,5,4,51,,9,53,0,4,2,3,30,3,,High,High,Experienced,1,0,1,Level 2
4154,31,,,,,4,16672,26,22,9,5,3,3,2,60,,9,59,2,1,1,2,45,4,,,High,,1,0,0,Level 4
4155,32,,,,,3,7792,71,13,6,5,3,3,2,95,,4,48,9,4,4,4,37,3,,High,High,,1,0,0,Level 2
4156,30,,,,,5,6713,43,16,13,2,3,3,3,4,,5,59,19,3,3,2,16,3,,High,High,,1,0,0,Level 1
4157,35,,,,,3,11796,76,26,14,3,4,1,4,16,,3,37,9,1,3,1,8,2,,Very High,Normal,,1,0,1,Level 3
4158,27,,,,,3,14542,92,22,2,2,2,1,1,86,,5,43,18,3,2,2,26,3,,,Normal,,1,0,0,Level 3
4159,59,,,,,3,14988,41,28,10,4,3,1,2,33,,7,46,10,3,2,1,10,1,,,High,,1,1,0,Level 3
4160,59,,,,,5,7416,19,10,4,8,4,5,4,93,,2,33,16,1,2,2,37,3,,High,Low,Expert,1,1,1,Level 2
4161,21,,,,,1,14740,54,13,4,9,1,1,4,90,,2,54,19,1,3,4,12,2,,,High,,1,0,1,Level 3
4162,49,,,,,3,19687,61,23,12,2,1,2,3,96,,1,58,7,3,2,4,4,4,,,High,,1,0,0,Level 4
4163,49,,,,,1,19902,23,23,7,1,4,1,1,15,,2,50,14,4,1,3,27,1,,,High,,1,0,0,Level 4
4164,31,,,,,2,9165,30,11,7,5,2,1,4,94,,5,45,12,4,4,4,47,3,,Very High,Normal,Expert,1,0,1,Level 2
4165,29,,,,,4,14070,27,16,4,9,4,4,4,3,,9,51,7,1,2,3,49,1,,,High,,1,0,1,Level 3
4166,30,,,,,2,19463,68,6,5,0,3,2,3,51,,5,59,18,4,2,1,45,2,,,High,Senior,1,0,0,Level 4
4167,34,,,,,5,16595,29,28,11,8,2,4,2,19,,9,52,0,4,1,1,34,2,,,High,,1,0,0,Level 4
4168,35,,,,,5,11294,39,1,12,9,4,4,1,47,,2,58,8,4,1,1,15,3,,Very High,High,New,0,0,0,Level 2
4169,36,,,,,1,18345,30,8,12,2,2,1,2,95,,6,34,6,2,2,4,14,3,,,Low,Expert,1,0,0,Level 4
4170,45,,,,,1,5450,58,26,9,2,4,5,3,97,,1,55,0,2,1,3,35,2,,Medium,High,,1,0,0,Level 1
4171,21,,,,,3,12147,61,20,6,7,3,2,1,50,,1,42,17,3,2,1,16,2,,,Normal,,1,0,0,Level 3
4172,31,,,,,2,16057,47,17,2,5,4,1,1,44,,3,53,16,4,2,3,15,2,,,High,,1,0,0,Level 4
4173,45,,,,,1,8709,98,10,13,2,4,3,1,79,,5,58,3,3,2,4,3,4,,High,High,Expert,1,0,0,Level 2
4174,42,,,,,1,11785,40,29,2,5,1,3,4,92,,7,37,2,1,4,1,25,3,,Very High,Normal,,1,0,1,Level 3
4175,37,,,,,1,17551,54,2,3,5,1,5,3,48,,7,52,2,2,2,3,5,1,,,High,New,0,0,0,Level 4
4176,51,,,,,4,6549,85,19,13,2,3,2,4,92,,1,56,0,2,1,1,43,4,,High,High,,1,1,1,Level 1
4177,57,,,,,1,3562,59,6,11,5,3,2,3,55,,2,55,6,2,4,1,6,3,,Medium,High,Senior,1,1,0,Level 1
4178,22,,,,,4,4699,95,2,7,9,3,4,4,2,,1,55,2,4,2,2,44,2,,Medium,High,New,0,0,1,Level 1
4179,57,,,,,5,11916,57,18,2,7,3,3,2,41,,1,42,16,2,3,3,26,1,,Very High,Normal,,1,1,0,Level 3
4180,22,,,,,3,18010,86,14,1,8,4,3,3,70,,4,56,1,4,3,4,9,3,,,High,,1,0,0,Level 4
4181,49,,,,,2,9228,37,6,4,2,3,3,4,41,,1,40,18,2,3,3,25,3,,Very High,Normal,Senior,1,0,1,Level 2
4182,20,,,,,1,3374,61,12,10,1,4,2,3,84,,4,54,15,3,3,2,40,4,,Medium,High,,1,0,0,Level 1
4183,49,,,,,4,5322,58,20,7,9,4,1,1,98,,3,48,11,4,1,1,12,1,,Medium,High,,1,0,0,Level 1
4184,51,,,,,1,12586,96,21,5,9,4,3,4,28,,7,56,3,4,3,4,23,4,,,High,,1,1,1,Level 3
4185,47,,,,,1,12032,56,27,7,6,4,3,3,94,,9,43,15,2,2,4,39,1,,,Normal,,1,0,0,Level 3
4186,40,,,,,4,17996,26,8,7,7,1,5,1,16,,6,52,12,3,2,2,32,4,,,High,Expert,1,0,0,Level 4
4187,32,,,,,1,7723,50,3,12,8,2,4,3,84,,5,51,19,1,1,4,8,1,,High,High,New,0,0,0,Level 2
4188,46,,,,,2,17869,93,5,7,0,4,5,2,27,,5,30,8,4,4,3,46,3,,,Low,Experienced,1,0,0,Level 4
4189,55,,,,,5,15102,96,17,13,0,2,1,1,59,,8,35,0,1,3,1,47,3,,,Low,,1,1,0,Level 3
4190,26,,,,,3,17013,27,26,11,0,1,5,3,86,,2,56,0,2,3,3,31,4,,,High,,1,0,0,Level 4
4191,41,,,,,1,4547,95,20,13,3,3,5,4,94,,9,30,0,3,2,2,3,3,,Medium,Low,,1,0,1,Level 1
4192,29,,,,,4,15170,79,5,1,2,4,3,3,91,,1,44,4,4,3,1,30,4,,,Normal,Experienced,1,0,0,Level 3
4193,58,,,,,2,5453,41,14,11,6,3,3,2,46,,4,40,1,3,4,2,35,1,,Medium,Normal,,1,1,0,Level 1
4194,34,,,,,1,12628,34,29,8,5,2,4,4,10,,9,53,16,4,2,2,49,4,,,High,,1,0,1,Level 3
4195,34,,,,,5,5364,32,20,6,2,3,4,1,64,,5,35,17,3,4,2,9,2,,Medium,Low,,1,0,0,Level 1
4196,23,,,,,5,17874,78,28,6,2,2,5,2,59,,4,58,11,1,4,1,30,3,,,High,,1,0,0,Level 4
4197,51,,,,,4,10598,23,14,10,4,1,2,4,87,,8,51,14,3,1,2,14,3,,Very High,High,,1,1,1,Level 2
4198,42,,,,,1,10821,88,9,4,3,1,2,4,60,,6,59,2,3,4,4,24,2,,Very High,High,Expert,1,0,1,Level 2
4199,25,,,,,1,7614,39,8,12,8,2,4,4,76,,4,52,13,1,4,4,9,1,,High,High,Expert,1,0,1,Level 2
4200,43,,,,,1,9030,15,11,9,0,4,1,4,42,,7,39,1,3,2,3,22,1,,Very High,Normal,Expert,1,0,1,Level 2
4201,39,,,,,5,16741,73,28,13,0,4,4,4,38,,5,55,1,1,4,2,36,3,,,High,,1,0,1,Level 4
4202,56,,,,,1,12642,50,29,10,4,4,5,2,90,,9,34,9,1,1,4,31,2,,,Low,,1,1,0,Level 3
4203,39,,,,,1,7786,32,18,14,7,3,2,2,0,,1,48,15,4,1,2,28,1,,High,High,,1,0,0,Level 2
4204,31,,,,,1,16260,61,9,13,3,4,5,2,8,,7,58,10,1,3,3,34,1,,,High,Expert,1,0,0,Level 4
4205,52,,,,,1,9758,93,2,14,8,2,1,3,84,,6,47,18,2,3,3,48,3,,Very High,High,New,0,1,0,Level 2
4206,47,,,,,4,15005,47,22,13,6,2,3,3,73,,1,44,0,4,2,4,37,3,,,Normal,,1,0,0,Level 3
4207,27,,,,,5,14096,36,2,9,2,1,4,2,8,,6,37,11,1,1,1,36,3,,,Normal,New,0,0,0,Level 3
4208,20,,,,,3,5258,79,6,14,5,2,3,2,2,,6,51,0,2,3,1,35,4,,Medium,High,Senior,1,0,0,Level 1
4209,56,,,,,4,7542,25,6,11,5,4,2,3,28,,9,31,6,3,3,1,1,3,,High,Low,Senior,1,1,0,Level 2
4210,41,,,,,1,3069,40,11,6,4,4,1,1,85,,7,50,16,2,3,4,45,4,,Medium,High,Expert,1,0,0,Level 1
4211,25,,,,,3,12516,84,23,11,7,1,5,3,41,,1,52,18,4,4,4,12,2,,,High,,1,0,0,Level 3
4212,40,,,,,2,14331,77,10,9,0,4,4,4,42,,4,32,13,2,2,3,4,1,,,Low,Expert,1,0,1,Level 3
4213,51,,,,,3,8913,92,13,1,9,1,2,3,93,,5,55,13,4,3,4,1,1,,High,High,,1,1,0,Level 2
4214,54,,,,,4,16465,52,21,7,3,1,1,3,23,,3,58,18,4,3,3,47,3,,,High,,1,1,0,Level 4
4215,34,,,,,5,11125,63,28,9,6,2,5,2,2,,9,53,15,1,4,1,39,2,,Very High,High,,1,0,0,Level 2
4216,24,,,,,4,10391,31,19,5,5,2,5,2,7,,8,55,6,1,2,1,33,3,,Very High,High,,1,0,0,Level 2
4217,25,,,,,5,3367,71,28,6,6,4,2,2,44,,5,58,10,3,2,1,27,3,,Medium,High,,1,0,0,Level 1
4218,44,,,,,5,8308,28,2,6,2,4,5,4,25,,4,35,0,2,4,3,26,2,,High,Low,New,0,0,1,Level 2
4219,59,,,,,5,13280,97,29,5,2,3,3,4,98,,2,47,10,1,3,4,30,2,,,High,,1,1,1,Level 3
4220,48,,,,,2,8076,22,20,10,0,3,3,2,50,,7,52,2,1,2,2,43,4,,High,High,,1,0,0,Level 2
4221,26,,,,,3,6201,70,29,9,6,1,1,1,94,,7,50,19,2,1,3,42,4,,High,High,,1,0,0,Level 1
4222,59,,,,,4,14285,37,14,5,3,3,3,3,54,,5,36,5,2,2,1,6,4,,,Normal,,1,1,0,Level 3
4223,32,,,,,4,13280,58,28,3,8,4,2,1,32,,7,52,6,1,3,3,20,2,,,High,,1,0,0,Level 3
4224,57,,,,,5,19536,80,1,6,4,4,1,2,34,,5,57,3,3,1,2,22,2,,,High,New,0,1,0,Level 4
4225,37,,,,,2,15220,17,27,6,4,3,4,3,79,,3,45,10,1,4,3,39,2,,,Normal,,1,0,0,Level 3
4226,21,,,,,2,16924,67,12,1,8,4,5,2,10,,7,32,17,3,2,1,6,2,,,Low,,1,0,0,Level 4
4227,27,,,,,1,12262,27,18,11,0,4,3,1,48,,6,31,13,1,4,2,8,1,,,Low,,1,0,0,Level 3
4228,30,,,,,2,9473,83,24,4,5,1,4,1,78,,8,40,11,2,3,2,42,3,,Very High,Normal,,1,0,0,Level 2
4229,52,,,,,5,6790,96,16,10,7,4,5,2,24,,2,57,14,4,1,1,19,2,,High,High,,1,1,0,Level 1
4230,57,,,,,5,9896,15,5,12,0,1,2,1,77,,3,57,5,4,3,4,20,4,,Very High,High,Experienced,1,1,0,Level 2
4231,46,,,,,3,7098,35,21,10,9,4,4,2,72,,2,49,12,3,4,3,2,3,,High,High,,1,0,0,Level 1
4232,39,,,,,5,4059,97,19,1,8,2,1,2,9,,7,53,2,3,4,3,47,1,,Medium,High,,1,0,0,Level 1
4233,31,,,,,3,15283,70,14,6,7,4,2,1,86,,3,32,2,3,4,4,39,4,,,Low,,1,0,0,Level 3
4234,50,,,,,2,15530,16,11,2,5,4,3,1,44,,3,39,13,1,2,2,49,4,,,Normal,Expert,1,1,0,Level 3
4235,46,,,,,1,15013,98,17,5,8,1,4,2,5,,8,59,17,3,4,4,41,3,,,High,,1,0,0,Level 3
4236,51,,,,,4,12633,45,22,3,2,3,2,2,27,,6,31,9,2,1,3,27,3,,,Low,,1,1,0,Level 3
4237,29,,,,,5,5266,27,15,6,3,4,2,2,12,,2,48,0,4,1,1,7,4,,Medium,High,,1,0,0,Level 1
4238,22,,,,,2,10706,28,16,13,2,3,4,3,76,,6,30,0,4,1,2,3,1,,Very High,Low,,1,0,0,Level 2
4239,46,,,,,5,11792,90,14,9,4,3,3,1,63,,7,35,19,1,4,3,30,1,,Very High,Low,,1,0,0,Level 3
4240,54,,,,,3,10986,71,28,12,0,2,2,4,29,,7,34,7,2,4,4,26,1,,Very High,Low,,1,1,1,Level 2
4241,50,,,,,2,3835,27,17,3,0,4,4,1,4,,7,55,7,1,1,2,3,2,,Medium,High,,1,1,0,Level 1
4242,34,,,,,4,11591,28,4,9,1,4,2,1,70,,6,33,14,2,4,4,43,4,,Very High,Low,Experienced,0,0,0,Level 3
4243,35,,,,,3,13520,41,14,5,0,4,1,4,54,,6,36,11,1,2,2,36,2,,,Normal,,1,0,1,Level 3
4244,32,,,,,2,4007,84,4,13,2,4,4,1,89,,2,32,2,2,4,2,28,4,,Medium,Low,Experienced,0,0,0,Level 1
4245,54,,,,,4,11958,74,27,2,1,3,4,1,86,,4,43,19,2,2,3,41,2,,Very High,Normal,,1,1,0,Level 3
4246,30,,,,,3,3432,84,3,10,9,2,2,2,51,,4,55,4,2,1,1,6,4,,Medium,High,New,0,0,0,Level 1
4247,40,,,,,4,8121,29,4,12,6,4,4,2,27,,4,45,0,4,4,3,45,3,,High,Normal,Experienced,0,0,0,Level 2
4248,30,,,,,2,3328,70,22,10,7,4,1,3,23,,4,57,2,3,4,2,2,4,,Medium,High,,1,0,0,Level 1
4249,49,,,,,3,17718,76,6,10,1,4,3,4,96,,1,57,12,3,2,2,27,1,,,High,Senior,1,0,1,Level 4
4250,54,,,,,1,4612,27,27,10,3,3,1,1,76,,6,35,2,2,2,4,18,2,,Medium,Low,,1,1,0,Level 1
4251,41,,,,,5,5004,21,22,12,7,2,4,4,48,,7,57,18,4,2,2,5,4,,Medium,High,,1,0,1,Level 1
4252,57,,,,,1,9703,35,22,9,9,3,4,2,97,,5,47,4,1,2,4,2,1,,Very High,High,,1,1,0,Level 2
4253,50,,,,,4,9769,28,4,14,0,2,2,4,76,,4,47,12,1,4,2,32,2,,Very High,High,Experienced,0,1,1,Level 2
4254,33,,,,,2,7245,17,27,3,7,3,5,4,94,,8,40,4,3,2,1,2,3,,High,Normal,,1,0,1,Level 2
